iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
BHR,Asia,Bahrain,01-06-2020,11398,605,19,2,6698.468,355.551,11.166,1.175,323162,6355,189.918,3.735,5611,3.298,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,02-06-2020,11804,406,19,0,6937.07,238.601,11.166,0,330733,7571,194.368,4.449,6359,3.737,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,03-06-2020,12311,507,19,0,7235.028,297.958,11.166,0,337773,7040,198.505,4.137,6664,3.916,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,04-06-2020,12815,504,20,1,7531.222,296.195,11.754,0.588,345337,7564,202.95,4.445,6781,3.985,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,05-06-2020,13296,481,21,1,7813.9,282.678,12.341,0.588,354122,8785,208.113,5.163,7135,4.193,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,06-06-2020,13835,539,23,2,8130.664,316.764,13.517,1.175,361376,7254,212.376,4.263,7400,4.349,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,07-06-2020,14383,548,24,1,8452.717,322.053,14.105,0.588,367056,5680,215.714,3.338,7178,4.218,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,08-06-2020,14763,380,26,2,8676.039,223.321,15.28,1.175,374362,7306,220.008,4.294,7314,4.298,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,09-06-2020,15417,654,26,0,9060.387,384.348,15.28,0,378235,3873,222.284,2.276,6786,3.988,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,10-06-2020,16200,783,29,3,9520.546,460.16,17.043,1.763,386134,7899,226.926,4.642,6909,4.06,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,11-06-2020,16200,0,31,2,9520.546,0,18.218,1.175,393910,7776,231.496,4.57,6939,4.078,units unclear,75,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,12-06-2020,17269,1069,36,5,10148.785,628.239,21.157,2.938,403036,9126,236.859,5.363,6988,4.107,units unclear,,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,13-06-2020,17713,444,36,0,10409.718,260.933,21.157,0,410842,7806,241.447,4.587,7067,4.153,units unclear,,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,14-06-2020,18227,514,39,3,10711.79,302.072,22.92,1.763,418413,7571,245.896,4.449,7337,4.312,units unclear,,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,15-06-2020,18227,0,43,4,10711.79,0,25.271,2.351,425192,6779,249.88,3.984,7261,4.267,units unclear,,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BHR,Asia,Bahrain,16-06-2020,19013,786,46,3,11173.713,461.923,27.034,1.763,438080,12888,257.454,7.574,8549,5.024,units unclear,,1701583,1935.907,32.4,2.372,1.387,43290.705,,151.689,16.52,5.8,37.6,,2,77.29
BGD,Asia,Bangladesh,15-03-2020,3,0,0,0,0.018,0,0,0,268,27,0.002,0,20,0,samples tested,13.89,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,17-03-2020,5,2,0,0,0.03,0.012,0,0,342,49,0.002,0,28,0,samples tested,33.33,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,18-03-2020,8,3,0,0,0.049,0.018,0,0,381,39,0.002,0,31,0,samples tested,33.33,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,19-03-2020,10,2,0,0,0.061,0.012,0,0,427,46,0.003,0,34,0,samples tested,75.93,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,20-03-2020,10,0,0,0,0.061,0,0,0,463,36,0.003,0,36,0,samples tested,75.93,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,21-03-2020,17,7,0,0,0.103,0.043,0,0,499,36,0.003,0,37,0,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,22-03-2020,24,7,2,2,0.146,0.043,0.012,0.012,564,65,0.003,0,42,0,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,23-03-2020,27,3,3,1,0.164,0.018,0.018,0.006,620,56,0.004,0,47,0,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,24-03-2020,33,6,3,0,0.2,0.036,0.018,0,712,92,0.004,0.001,53,0,samples tested,81.48,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,25-03-2020,39,6,4,1,0.237,0.036,0.024,0.006,794,82,0.005,0,59,0,samples tested,82.41,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,26-03-2020,39,0,5,1,0.237,0,0.03,0.006,920,126,0.006,0.001,70,0,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,27-03-2020,48,9,5,0,0.291,0.055,0.03,0,1026,106,0.006,0.001,80,0,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,28-03-2020,48,0,5,0,0.291,0,0.03,0,1076,50,0.007,0,82,0,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,29-03-2020,48,0,5,0,0.291,0,0.03,0,1185,109,0.007,0.001,89,0.001,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,30-03-2020,49,1,5,0,0.298,0.006,0.03,0,1338,153,0.008,0.001,103,0.001,samples tested,84.26,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,31-03-2020,49,0,5,0,0.298,0,0.03,0,1602,264,0.01,0.002,127,0.001,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,01-04-2020,51,2,5,0,0.31,0.012,0.03,0,1759,157,0.011,0.001,138,0.001,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,02-04-2020,54,3,6,1,0.328,0.018,0.036,0.006,1906,147,0.012,0.001,141,0.001,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,03-04-2020,56,2,6,0,0.34,0.012,0.036,0,2113,207,0.013,0.001,155,0.001,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,04-04-2020,61,5,6,0,0.37,0.03,0.036,0,2547,434,0.015,0.003,210,0.001,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,05-04-2020,70,9,8,2,0.425,0.055,0.049,0.012,2914,367,0.018,0.002,247,0.001,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,06-04-2020,88,18,9,1,0.534,0.109,0.055,0.006,3610,696,0.022,0.004,325,0.002,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,07-04-2020,123,35,12,3,0.747,0.213,0.073,0.018,4402,792,0.027,0.005,400,0.002,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,08-04-2020,164,41,17,5,0.996,0.249,0.103,0.03,5383,981,0.033,0.006,518,0.003,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,09-04-2020,218,54,20,3,1.324,0.328,0.121,0.018,6480,1097,0.039,0.007,653,0.004,samples tested,87.04,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,10-04-2020,330,112,21,1,2.004,0.68,0.128,0.006,7664,1184,0.047,0.007,793,0.005,samples tested,90.74,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,11-04-2020,424,94,27,6,2.575,0.571,0.164,0.036,8313,649,0.05,0.004,824,0.005,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,12-04-2020,482,58,30,3,2.927,0.352,0.182,0.018,9653,1340,0.059,0.008,963,0.006,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,13-04-2020,621,139,34,4,3.771,0.844,0.206,0.024,11223,1570,0.068,0.01,1088,0.007,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,14-04-2020,803,182,39,5,4.876,1.105,0.237,0.03,13128,1905,0.08,0.012,1247,0.008,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,15-04-2020,1012,209,46,7,6.145,1.269,0.279,0.043,14868,1740,0.09,0.011,1355,0.008,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,16-04-2020,1231,219,50,4,7.475,1.33,0.304,0.024,17003,2135,0.103,0.013,1503,0.009,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,17-04-2020,1572,341,60,10,9.545,2.071,0.364,0.061,19193,2190,0.117,0.013,1647,0.01,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,18-04-2020,1838,266,75,15,11.16,1.615,0.455,0.091,21307,2114,0.129,0.013,1856,0.011,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,19-04-2020,2144,306,84,9,13.018,1.858,0.51,0.055,23941,2634,0.145,0.016,2041,0.012,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,20-04-2020,2456,312,91,7,14.913,1.894,0.553,0.043,26604,2663,0.162,0.016,2197,0.013,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,21-04-2020,2948,492,101,10,17.9,2.987,0.613,0.061,29578,2974,0.18,0.018,2350,0.014,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,22-04-2020,3382,434,110,9,20.536,2.635,0.668,0.055,32674,3096,0.198,0.019,2544,0.015,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,23-04-2020,3772,390,120,10,22.904,2.368,0.729,0.061,36090,3416,0.219,0.021,2727,0.017,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,24-04-2020,4186,414,127,7,25.418,2.514,0.771,0.043,39776,3686,0.242,0.022,2940,0.018,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,25-04-2020,4689,503,131,4,28.472,3.054,0.795,0.024,43012,3236,0.261,0.02,3101,0.019,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,26-04-2020,4998,309,140,9,30.348,1.876,0.85,0.055,46485,3473,0.282,0.021,3221,0.02,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,27-04-2020,5416,418,145,5,32.886,2.538,0.88,0.03,50297,3812,0.305,0.023,3385,0.021,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,28-04-2020,5913,497,152,7,35.904,3.018,0.923,0.043,54733,4436,0.332,0.027,3594,0.022,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,29-04-2020,6462,549,155,3,39.238,3.334,0.941,0.018,59701,4968,0.363,0.03,3861,0.023,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,30-04-2020,7103,641,163,8,43.13,3.892,0.99,0.049,64666,4965,0.393,0.03,4082,0.025,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,01-05-2020,7667,564,168,5,46.554,3.425,1.02,0.03,70239,5573,0.426,0.034,4352,0.026,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,02-05-2020,8238,571,170,2,50.021,3.467,1.032,0.012,76066,5827,0.462,0.035,4722,0.029,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,03-05-2020,8790,552,175,5,53.373,3.352,1.063,0.03,81454,5388,0.495,0.033,4996,0.03,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,04-05-2020,9455,665,177,2,57.411,4.038,1.075,0.012,87698,6244,0.533,0.038,5343,0.032,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,05-05-2020,10143,688,182,5,61.589,4.178,1.105,0.03,93403,5705,0.567,0.035,5524,0.034,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,06-05-2020,10929,786,183,1,66.361,4.773,1.111,0.006,99644,6241,0.605,0.038,5706,0.035,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,07-05-2020,11719,790,186,3,71.158,4.797,1.129,0.018,105511,5867,0.641,0.036,5835,0.035,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,08-05-2020,12425,706,199,13,75.445,4.287,1.208,0.079,111454,5943,0.677,0.036,5888,0.036,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,09-05-2020,13134,709,206,7,79.75,4.305,1.251,0.043,116919,5465,0.71,0.033,5836,0.035,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,10-05-2020,13770,636,214,8,83.612,3.862,1.299,0.049,122657,5738,0.745,0.035,5886,0.036,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,11-05-2020,14657,887,228,14,88.998,5.386,1.384,0.085,129865,7208,0.789,0.044,6024,0.037,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,12-05-2020,15691,1034,239,11,95.276,6.278,1.451,0.067,136638,6773,0.83,0.041,6176,0.038,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,13-05-2020,16660,969,250,11,101.16,5.884,1.518,0.067,144538,7900,0.878,0.048,6413,0.039,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,14-05-2020,17822,1162,269,19,108.216,7.056,1.633,0.115,151930,7392,0.923,0.045,6631,0.04,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,15-05-2020,18863,1041,283,14,114.537,6.321,1.718,0.085,160512,8582,0.975,0.052,7008,0.043,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,16-05-2020,20065,1202,298,15,121.835,7.299,1.809,0.091,167294,6782,1.016,0.041,7196,0.044,samples tested,89.81,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,17-05-2020,20995,930,314,16,127.482,5.647,1.907,0.097,175408,8114,1.065,0.049,7536,0.046,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,18-05-2020,22268,1273,328,14,135.212,7.73,1.992,0.085,185196,9788,1.125,0.059,7904,0.048,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,19-05-2020,23870,1602,349,21,144.94,9.727,2.119,0.128,193645,8449,1.176,0.051,8144,0.049,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,20-05-2020,25121,1251,370,21,152.536,7.596,2.247,0.128,203852,10207,1.238,0.062,8473,0.051,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,21-05-2020,26738,1617,386,16,162.354,9.818,2.344,0.097,214114,10262,1.3,0.062,8883,0.054,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,22-05-2020,28511,1773,408,22,173.12,10.766,2.477,0.134,223841,9727,1.359,0.059,9047,0.055,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,23-05-2020,30205,1694,432,24,183.406,10.286,2.623,0.146,234675,10834,1.425,0.066,9626,0.058,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,24-05-2020,32078,1873,452,20,194.779,11.373,2.745,0.121,243583,8908,1.479,0.054,9739,0.059,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,25-05-2020,33610,1532,480,28,204.081,9.302,2.915,0.17,253034,9451,1.536,0.057,9691,0.059,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,26-05-2020,35585,1975,501,21,216.073,11.992,3.042,0.128,258441,5407,1.569,0.033,9257,0.056,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,27-05-2020,36751,1166,522,21,223.153,7.08,3.17,0.128,266456,8015,1.618,0.049,8943,0.054,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,28-05-2020,38292,1541,544,22,232.51,9.357,3.303,0.134,275776,9320,1.675,0.057,8809,0.053,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,29-05-2020,40321,2029,559,15,244.831,12.32,3.394,0.091,287067,11291,1.743,0.069,9032,0.055,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,30-05-2020,42844,2523,582,23,260.15,15.32,3.534,0.14,297054,9987,1.804,0.061,8911,0.054,samples tested,93.52,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,31-05-2020,44608,1764,610,28,270.861,10.711,3.704,0.17,308930,11876,1.876,0.072,9335,0.057,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,01-06-2020,47153,2545,650,40,286.315,15.453,3.947,0.243,320369,11439,1.945,0.069,9619,0.058,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,02-06-2020,49534,2381,672,22,300.772,14.458,4.08,0.134,333073,12704,2.022,0.077,10662,0.065,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,03-06-2020,52445,2911,709,37,318.448,17.676,4.305,0.225,345583,12510,2.098,0.076,11304,0.069,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,04-06-2020,55140,2695,746,37,334.812,16.364,4.53,0.225,358277,12694,2.175,0.077,11786,0.072,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
BGD,Asia,Bangladesh,05-06-2020,57563,2423,781,35,349.525,14.713,4.742,0.213,372365,14088,2.261,0.086,12185,0.074,samples tested,62.96,164689383,1265.036,27.5,5.098,3.262,3523.984,14.8,298.003,8.38,1,44.7,34.808,0.8,72.59
